level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
10,11,10.0,0.0,18.0,217,30.555000000000003,34.68,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.69'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,486031.0,37.275,40.188,,,,,,,,,,,0.3,,,,3.0,4.0,4.0,4.0,0.01132376,0.01262646,0.0013027000000000004,Le Havre,Brest,93.0,Arouna Sangante,DC,True,6.440995889186496,0.0,39.33951490682569,A. Sangante,1.0,Le Havre
11,12,11.0,0.0,19.0,217,41.475,43.044000000000004,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.17'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.7'}]","[91, 117, 30, 35, 37, 215, 218]",True,457079.0,33.705000000000005,54.33200000000001,,,,,,,,,,,0.31666666666666665,,,,4.0,5.0,3.0,6.0,0.01269174,0.0105949,-0.002096839999999999,Le Havre,Brest,15.0,Ayumu Seko,DMC,True,-9.971925153823989,0.0,124.5412538317766,A. Seko,1.0,Le Havre
12,13,12.0,0.0,21.0,217,32.865,56.168,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.86'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,123253.0,40.005,64.53200000000001,,,,,,,,,,,0.35,,,,3.0,6.0,4.0,7.0,0.0105949,0.01126267,0.0006677699999999998,Le Havre,Brest,4.0,Gautier Lloris,DC,True,3.6552752170414777,0.0,49.5139884580013,G. Lloris,1.0,Le Havre
13,14,13.0,0.0,24.0,217,39.27,62.83200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.67'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.1'}]","[91, 117, 30, 35, 38, 215, 218]",True,101911.0,28.455000000000002,56.508,,,,,,,,,,,0.4,,,,4.0,7.0,3.0,6.0,0.01126267,0.0105949,-0.0006677699999999998,Le Havre,Brest,23.0,Thomas Delaine,ML,True,-8.010168851500822,0.0,-149.68332012304066,T. Delaine,1.0,Le Havre
14,15,13.5,0.0,25.5,217,28.455000000000002,56.508,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,123253.0,30.87,46.376000000000005,,,,,,14.0,,,,,0.42500000000000004,,,,3.0,6.0,3.0,5.0,0.0105949,0.01110462,0.00050972,Le Havre,Brest,4.0,Gautier Lloris,DC,True,0.0,4.629645801090092,-76.59348708122394,G. Lloris,1.0,Le Havre
15,16,14.0,0.0,27.0,217,30.87,46.376000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.58'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.7'}]","[91, 117, 30, 35, 38, 215, 218]",True,123253.0,29.085,32.844,,,,,,,,,,,0.45,,,,3.0,5.0,3.0,3.0,0.01110462,0.01132376,0.0002191399999999996,Le Havre,Brest,4.0,Gautier Lloris,DC,True,-0.7678147226911705,0.0,-97.51447648660742,G. Lloris,1.0,Le Havre
16,17,14.5,0.0,28.5,217,29.085,32.844,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,30.03,20.264000000000003,,,,,,15.0,,,,,0.475,,,,3.0,3.0,3.0,2.0,0.01132376,0.01110462,-0.0002191399999999996,Le Havre,Brest,93.0,Arouna Sangante,DC,True,0.0,-0.2941666538091141,-85.7040531751685,A. Sangante,1.0,Le Havre
17,18,15.0,0.0,30.0,217,30.03,20.264000000000003,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.88'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.8'}]","[91, 117, 30, 36, 38, 215, 218]",True,486031.0,32.34,6.596,,,,,,,,,,,0.5,,,,3.0,2.0,3.0,0.0,0.01110462,0.00977659,-0.0013280300000000009,Le Havre,Brest,93.0,Arouna Sangante,DC,True,-1.4380354188813982,0.0,-80.40721014979874,A. Sangante,1.0,Le Havre
18,19,16.0,0.0,32.0,217,32.025,4.488,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.94'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.4'}]","[91, 117, 30, 36, 38, 216, 218]",True,555611.0,39.9,1.6320000000000001,,,,,,,,,,,0.5333333333333333,,,,3.0,0.0,4.0,0.0,0.00977659,0.01126267,0.0014860800000000007,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,6.013833873294047,0.0,-19.93402040881753,S. Zagadou,1.0,Le Havre
19,20,17.0,0.0,33.0,217,39.9,1.6320000000000001,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.98'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.1'}]","[91, 118, 120, 29, 35, 37, 216, 218]",True,399003.0,35.805,11.016,,,,,,,,,,,0.55,,,,,,,,,,,Le Havre,Brest,13.0,Fode Doucoure,MR,True,-0.2095582390965518,0.0,113.57554549555776,F. Doucoure,1.0,Le Havre
20,21,3.0,0.0,36.0,2332,69.19500000000001,56.984,0.0,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 101, 56]",True,234364.0,,,,,,,,,,,,,0.6,,,,,,,,,,,Brest,Le Havre,19.0,Ludovic Ajorque,FW,True,0.0,0.0,,L. Ajorque,1.0,Le Havre
21,22,18.0,0.0,37.0,217,37.065,6.936,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.10'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,399003.0,27.090000000000003,24.14,,,,,,,,,,,0.6166666666666667,,,,4.0,0.0,3.0,2.0,0.01126267,0.01110462,-0.00015804999999999986,Le Havre,Brest,13.0,Fode Doucoure,MR,True,-5.403991439757689,0.0,120.10545885242607,F. Doucoure,1.0,Le Havre
22,23,18.5,0.0,38.5,217,27.090000000000003,24.14,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,28.245,27.744,,,,,,19.0,,,,,0.6416666666666666,,,,3.0,2.0,3.0,3.0,0.01110462,0.01132376,0.0002191399999999996,Le Havre,Brest,93.0,Arouna Sangante,DC,True,0.0,1.5219149935932563,72.23052750555323,A. Sangante,1.0,Le Havre
23,24,19.0,0.0,40.0,217,28.245,27.744,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.57'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.0'}]","[91, 117, 30, 36, 37, 215, 218]",True,486031.0,28.35,47.940000000000005,,,,,,,,,,,0.6666666666666666,,,,3.0,3.0,3.0,5.0,0.01132376,0.01110462,-0.0002191399999999996,Le Havre,Brest,93.0,Arouna Sangante,DC,True,-0.8977626725571923,0.0,89.70211910057179,A. Sangante,1.0,Le Havre
24,25,19.5,0.0,42.0,217,28.35,47.940000000000005,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,123253.0,30.975,52.904,,,,,,20.0,,,,,0.7,,,,3.0,5.0,3.0,6.0,0.01110462,0.0105949,-0.00050972,Le Havre,Brest,4.0,Gautier Lloris,DC,True,0.0,1.5066252040306694,62.129782050977845,G. Lloris,1.0,Le Havre
25,26,20.0,0.0,44.0,217,30.975,52.904,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.87'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}]","[91, 117, 30, 36, 38, 216, 218]",True,123253.0,39.27,49.232000000000006,,,,,,,,,,,0.7333333333333333,,,,3.0,6.0,4.0,5.0,0.0105949,0.01269174,0.002096839999999999,Le Havre,Brest,4.0,Gautier Lloris,DC,True,8.92884479220163,0.0,-23.87783726831465,G. Lloris,1.0,Le Havre
26,27,20.5,0.0,45.5,217,39.27,49.232000000000006,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,128880.0,36.855000000000004,45.288,,,,,,21.0,,,,,0.7583333333333333,,,,4.0,5.0,4.0,5.0,0.01269174,0.01269174,0.0,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,0.0,-1.6017620242075878,-121.48007388960853,A. Toure,1.0,Le Havre
27,28,21.0,0.0,47.0,217,36.855000000000004,45.288,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.67'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.1'}]","[91, 117, 30, 35, 38, 216, 218]",True,128880.0,35.595,16.388,,,,,,,,,,,0.7833333333333333,,,,4.0,5.0,4.0,1.0,0.01269174,0.01214719,-0.0005445499999999995,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,-2.531140760193452,0.0,-92.49643571126428,A. Toure,1.0,Le Havre
28,29,21.5,0.0,50.5,217,35.595,16.388,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,555611.0,42.63,17.544,,,,,,22.0,,,,,0.8416666666666667,,,,4.0,1.0,4.0,1.0,0.01214719,0.01214719,0.0,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,0.0,7.1003305601275315,9.33152221914205,S. Zagadou,1.0,Le Havre
29,30,22.0,0.0,54.0,217,42.63,17.544,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.1'}]","[91, 117, 30, 35, 37, 215, 218]",True,555611.0,34.230000000000004,30.668000000000003,,,,,,,,,,,0.9,,,,4.0,2.0,3.0,3.0,0.01269174,0.01132376,-0.0013679799999999995,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,-6.3440014244738165,0.0,122.62122519545628,S. Zagadou,1.0,Le Havre
30,31,22.5,0.0,56.5,217,34.230000000000004,30.668000000000003,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,49.035000000000004,46.580000000000005,,,,,,23.0,,,,,0.9416666666666667,,,,3.0,3.0,5.0,5.0,0.01132376,0.01429128,0.0029675199999999995,Le Havre,Brest,93.0,Arouna Sangante,DC,True,0.0,13.48693071796032,47.06397077114882,A. Sangante,1.0,Le Havre
31,32,23.0,0.0,59.0,217,49.035000000000004,46.580000000000005,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.50'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,486031.0,62.370000000000005,53.85600000000001,,,,,,,,,,,0.9833333333333333,,,,5.0,5.0,7.0,6.0,0.01429128,0.01870347,0.00441219,Le Havre,Brest,93.0,Arouna Sangante,DC,True,10.334050969571614,0.0,28.618286094627866,A. Sangante,1.0,Le Havre
32,33,24.0,1.0,1.0,217,62.475,54.67200000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.65'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,422864.0,61.74,64.464,,,,,,,,,,,1.0166666666666666,,,,7.0,6.0,7.0,7.0,0.01870347,0.0174506,-0.0012528699999999997,Le Havre,Brest,45.0,Issa Soumare,FW,True,-5.62687418831797,0.0,94.29264444604007,I. Soumare,1.0,Le Havre
33,34,25.0,1.0,3.0,217,61.74,63.71600000000001,1.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.4'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.15'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.7'}]","[91, 120, 29, 124, 36, 38, 217, 218]",True,101911.0,88.935,60.18000000000001,,,,,,,,,,,1.05,,,,,,,,,,,Le Havre,Brest,23.0,Thomas Delaine,ML,True,21.76696365833421,0.0,-7.40825881761536,T. Delaine,1.0,Le Havre
34,35,4.0,1.0,6.0,2332,18.480000000000004,9.452000000000002,1.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.22'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 216]",True,130298.0,47.88,7.48,,,,,,,,,,,1.1,,,,,,,,,,,Brest,Le Havre,5.0,Brendan Chardonnet,DC,True,0.0,0.0,-3.8373567567250113,B. Chardonnet,1.0,Le Havre
35,36,26.0,1.0,8.0,217,58.695,60.79200000000001,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.9'}]","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,123253.0,78.54,62.220000000000006,,,,,,,,,,,1.1333333333333333,,,,6.0,7.0,9.0,7.0,0.01473596,0.02756312,0.01282716,Le Havre,Brest,4.0,Gautier Lloris,DC,True,14.812707469330569,0.0,4.1157769859868365,G. Lloris,1.0,Le Havre
36,37,27.0,1.0,11.0,217,78.33,62.696000000000005,1.0,FirstHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 69]",True,422864.0,,,,,,,,,,,,,1.1833333333333333,,,,,,,,,,,Le Havre,Brest,45.0,Issa Soumare,FW,True,0.0,0.0,,I. Soumare,1.0,Le Havre
37,38,6.0,1.0,26.0,2332,25.515,0.0,1.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.4'}]","[91, 212, 36, 37, 216]",True,105151.0,42.42,1.972,,,,,,,,,,,1.4333333333333333,,,,,,,,,,,Brest,Le Havre,77.0,Kenny Lala,DR,True,16.15180980591893,0.0,6.653589102665614,K. Lala,2.0,Brest
38,39,29.0,1.0,27.0,217,62.580000000000005,66.028,1.0,FirstHalf,Interception,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 15, 'displayName': 'Head'}}]","[91, 101, 56]",True,101911.0,,,,,,,,,,,,,1.45,,,,,,,,,,,Le Havre,Brest,23.0,Thomas Delaine,ML,True,0.0,0.0,,T. Delaine,2.0,Brest
39,40,7.0,1.0,29.0,2332,34.33500000000001,7.276,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.0'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.08'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 139, 36, 38, 216, 218]",True,300291.0,43.050000000000004,5.44,,,,,,,,,,,1.4833333333333334,,,,3.0,0.0,4.0,0.0,0.00977659,0.01126267,0.0014860800000000007,Brest,Le Havre,10.0,Romain Del Castillo,FWR,True,7.3330252216340455,0.0,-11.896609850483792,R. D. Castillo,2.0,Brest
